order,date,closing_price,trading_volume,number_of_issued_shares,revenue,NetIncome
264,2016-01-25,23240,159913,147299337,497822.5,52528
265,2016-01-26,22740,152399,147299337,497822.5,52528
266,2016-01-27,23500,276237,147299337,497822.5,52528
267,2016-01-28,22900,315912,147299337,497822.5,52528
268,2016-01-29,23000,436983,145069337,497822.5,52528
269,2016-02-01,23260,259979,145069337,497822.5,52528
270,2016-02-02,23120,166348,145069337,497822.5,52528
271,2016-02-03,22920,174507,145069337,497822.5,52528
272,2016-02-04,23120,247959,145069337,497822.5,52528
273,2016-02-05,23280,188094,145069337,497822.5,52528
274,2016-02-11,22600,305262,145069337,497822.5,52528
275,2016-02-12,22600,256232,145069337,497822.5,52528
276,2016-02-15,23080,183146,145069337,497822.5,52528
277,2016-02-16,23360,180401,145069337,497822.5,52528
278,2016-02-17,23700,246062,145069337,497822.5,52528
279,2016-02-18,23740,222481,145069337,497822.5,52528
280,2016-02-19,23800,176852,145069337,497822.5,52528
281,2016-02-22,23500,174899,145069337,497822.5,52528
282,2016-02-23,23620,147674,145069337,497822.5,52528
283,2016-02-24,23440,140484,145069337,497822.5,52528
284,2016-02-25,23580,133635,145069337,497822.5,52528
285,2016-02-26,23440,177344,145069337,497822.5,52528
286,2016-02-29,23560,288680,145069337,497822.5,52528
287,2016-03-02,23940,236372,145069337,497822.5,52528
288,2016-03-03,24400,218991,145069337,497822.5,52528
289,2016-03-04,24300,201490,145069337,497822.5,52528
290,2016-03-07,24460,131376,145069337,497822.5,52528
291,2016-03-08,23840,216202,145069337,497822.5,52528
292,2016-03-09,23880,183380,145069337,497822.5,52528
293,2016-03-10,24500,283540,145069337,497822.5,52528
294,2016-03-11,24980,267225,145069337,497822.5,52528
295,2016-03-14,25100,217154,145069337,497822.5,52528
296,2016-03-15,25060,172808,145069337,497822.5,52528
297,2016-03-16,25120,146856,145069337,497822.5,52528
298,2016-03-17,25260,246869,145069337,497822.5,52528
299,2016-03-18,25460,225314,145069337,497822.5,52528
300,2016-03-21,25340,181170,145069337,497822.5,52528
301,2016-03-22,25380,202872,145069337,497822.5,52528
302,2016-03-23,25580,197418,145069337,497822.5,52528
303,2016-03-24,25640,218795,145069337,497822.5,52528
304,2016-03-25,25760,143446,145069337,497822.5,52528
305,2016-03-28,25880,121218,145069337,497822.5,52528
306,2016-03-29,25800,172454,145069337,497822.5,52528
307,2016-03-30,26160,267605,145069337,497822.5,52528
308,2016-03-31,26240,382615,145069337,497822.5,52528
309,2016-04-01,25580,271156,145069337,509371.2,58473.9
310,2016-04-04,26100,188046,145069337,509371.2,58473.9
311,2016-04-05,25200,236319,145069337,509371.2,58473.9
312,2016-04-06,25700,184234,145069337,509371.2,58473.9
313,2016-04-07,25380,258795,145069337,509371.2,58473.9
314,2016-04-08,24920,251868,145069337,509371.2,58473.9
315,2016-04-11,25320,120693,145069337,509371.2,58473.9
316,2016-04-12,25500,134054,145069337,509371.2,58473.9
317,2016-04-14,26000,335327,145069337,509371.2,58473.9
318,2016-04-15,26000,136599,145069337,509371.2,58473.9
319,2016-04-18,25980,128474,145069337,509371.2,58473.9
320,2016-04-19,25760,144766,145069337,509371.2,58473.9
321,2016-04-20,25980,171972,145069337,509371.2,58473.9
322,2016-04-21,25880,145089,145069337,509371.2,58473.9
323,2016-04-22,25600,114830,145069337,509371.2,58473.9
324,2016-04-25,25620,91957,145069337,509371.2,58473.9
325,2016-04-26,25920,166901,145069337,509371.2,58473.9
326,2016-04-27,26000,165946,145069337,509371.2,58473.9
327,2016-04-28,25300,293069,145069337,509371.2,58473.9
328,2016-04-29,24900,325078,145069337,509371.2,58473.9
329,2016-05-02,25000,140552,142969337,509371.2,58473.9
330,2016-05-03,25220,158066,142969337,509371.2,58473.9
331,2016-05-04,25800,294055,142969337,509371.2,58473.9
332,2016-05-09,25980,312894,142969337,509371.2,58473.9
333,2016-05-10,25920,171191,142969337,509371.2,58473.9
334,2016-05-11,25840,176688,142969337,509371.2,58473.9
335,2016-05-12,25620,152302,142969337,509371.2,58473.9
336,2016-05-13,25060,245698,142969337,509371.2,58473.9
337,2016-05-16,24960,234403,142969337,509371.2,58473.9
338,2016-05-17,25280,183671,142969337,509371.2,58473.9
339,2016-05-18,25360,183392,142969337,509371.2,58473.9
340,2016-05-19,25400,200249,142969337,509371.2,58473.9
341,2016-05-20,25380,159211,142969337,509371.2,58473.9
342,2016-05-23,25720,162251,142969337,509371.2,58473.9
343,2016-05-24,25420,208692,142969337,509371.2,58473.9
344,2016-05-25,25900,237255,142969337,509371.2,58473.9
345,2016-05-26,25920,253073,142969337,509371.2,58473.9
346,2016-05-27,25640,274891,142969337,509371.2,58473.9
347,2016-05-30,25600,206307,142969337,509371.2,58473.9
348,2016-05-31,25840,1250554,142969337,509371.2,58473.9
349,2016-06-01,26660,470080,142969337,509371.2,58473.9
350,2016-06-02,27300,476139,142969337,509371.2,58473.9
351,2016-06-03,27540,341324,142969337,509371.2,58473.9
352,2016-06-07,27960,462843,142969337,509371.2,58473.9
353,2016-06-08,28120,376162,142969337,509371.2,58473.9
354,2016-06-09,28600,515375,142969337,509371.2,58473.9
355,2016-06-10,28120,289681,142969337,509371.2,58473.9
356,2016-06-13,27420,304966,142969337,509371.2,58473.9
357,2016-06-14,27600,245461,142969337,509371.2,58473.9
358,2016-06-15,28260,306689,142969337,509371.2,58473.9
359,2016-06-16,28180,292431,142969337,509371.2,58473.9
360,2016-06-17,28520,328394,142969337,509371.2,58473.9
361,2016-06-20,28620,270316,142969337,509371.2,58473.9
362,2016-06-21,28960,200411,142969337,509371.2,58473.9
363,2016-06-22,28900,178965,142969337,509371.2,58473.9
364,2016-06-23,28600,225126,142969337,509371.2,58473.9
365,2016-06-24,28000,411052,142969337,509371.2,58473.9
366,2016-06-27,27960,236780,142969337,509371.2,58473.9
367,2016-06-28,27980,214379,142969337,509371.2,58473.9
368,2016-06-29,27920,210541,142969337,509371.2,58473.9
369,2016-06-30,28500,273434,142969337,509371.2,58473.9
370,2016-07-01,29320,287872,142969337,478156.3,45378.6
371,2016-07-04,29320,159900,142969337,478156.3,45378.6
372,2016-07-05,29380,157407,142969337,478156.3,45378.6
373,2016-07-06,28420,334983,142969337,478156.3,45378.6
374,2016-07-07,29000,229904,142969337,478156.3,45378.6
375,2016-07-08,29200,269963,142969337,478156.3,45378.6
376,2016-07-11,29780,281136,142969337,478156.3,45378.6
377,2016-07-12,29280,220494,142969337,478156.3,45378.6
378,2016-07-13,29620,200198,142969337,478156.3,45378.6
379,2016-07-14,30000,248605,142969337,478156.3,45378.6
380,2016-07-15,30360,232463,142969337,478156.3,45378.6
381,2016-07-18,30660,231344,142969337,478156.3,45378.6
382,2016-07-19,30660,202445,142969337,478156.3,45378.6
383,2016-07-20,30800,155463,142969337,478156.3,45378.6
384,2016-07-21,30860,170894,142969337,478156.3,45378.6
385,2016-07-22,30320,171703,142969337,478156.3,45378.6
386,2016-07-25,30040,154650,142969337,478156.3,45378.6
387,2016-07-26,30600,144570,142969337,478156.3,45378.6
388,2016-07-27,30540,126701,142969337,478156.3,45378.6
389,2016-07-28,30140,190074,142969337,478156.3,45378.6
390,2016-07-29,30780,299712,141669337,478156.3,45378.6
391,2016-08-01,31360,230308,141669337,478156.3,45378.6
392,2016-08-02,30960,166316,141669337,478156.3,45378.6
393,2016-08-03,30340,150098,141669337,478156.3,45378.6
394,2016-08-04,30340,140199,141669337,478156.3,45378.6
395,2016-08-05,31220,139177,141669337,478156.3,45378.6
396,2016-08-08,31380,222503,141669337,478156.3,45378.6
397,2016-08-09,31340,180464,141669337,478156.3,45378.6
398,2016-08-10,30820,246807,141669337,478156.3,45378.6
399,2016-08-11,31180,210672,141669337,478156.3,45378.6
400,2016-08-12,30900,209497,141669337,478156.3,45378.6
401,2016-08-16,31360,216862,141669337,478156.3,45378.6
402,2016-08-17,31320,148929,141669337,478156.3,45378.6
403,2016-08-18,32800,366541,141669337,478156.3,45378.6
404,2016-08-19,33500,336103,141669337,478156.3,45378.6
405,2016-08-22,33300,252244,141669337,478156.3,45378.6
406,2016-08-23,33740,230914,141669337,478156.3,45378.6
407,2016-08-24,33060,318771,141669337,478156.3,45378.6
408,2016-08-25,32780,283476,141669337,478156.3,45378.6
409,2016-08-26,32240,241160,141669337,478156.3,45378.6
410,2016-08-29,32800,178515,141669337,478156.3,45378.6
411,2016-08-30,32900,156992,141669337,478156.3,45378.6
412,2016-08-31,32400,410644,141669337,478156.3,45378.6
413,2016-09-01,31740,375803,141669337,478156.3,45378.6
414,2016-09-02,31940,163060,141669337,478156.3,45378.6
415,2016-09-05,32120,167676,141669337,478156.3,45378.6
416,2016-09-06,32860,153203,141669337,478156.3,45378.6
417,2016-09-07,32420,191837,141669337,478156.3,45378.6
418,2016-09-08,32780,241417,141669337,478156.3,45378.6
419,2016-09-09,31500,265168,141669337,478156.3,45378.6
420,2016-09-12,29300,529987,141669337,478156.3,45378.6
421,2016-09-13,30540,494345,141669337,478156.3,45378.6
422,2016-09-19,31160,448163,141669337,478156.3,45378.6
423,2016-09-20,31700,258423,141669337,478156.3,45378.6
424,2016-09-21,31840,210181,141669337,478156.3,45378.6
425,2016-09-22,32360,228599,141669337,478156.3,45378.6
426,2016-09-23,31420,365993,141669337,478156.3,45378.6
427,2016-09-26,31360,290496,141669337,478156.3,45378.6
428,2016-09-27,31380,196688,141669337,478156.3,45378.6
429,2016-09-28,31340,174128,141669337,478156.3,45378.6
430,2016-09-29,32000,227951,141669337,478156.3,45378.6
431,2016-09-30,31960,235254,141669337,478156.3,45378.6
432,2016-10-04,32280,261062,141669337,533317.5,70880.4
433,2016-10-05,32380,249409,141669337,533317.5,70880.4
434,2016-10-06,33820,591163,141669337,533317.5,70880.4
435,2016-10-07,34120,521011,141669337,533317.5,70880.4
436,2016-10-10,33600,505866,140679337,533317.5,70880.4
437,2016-10-11,30900,768543,140679337,533317.5,70880.4
438,2016-10-12,30700,781771,140679337,533317.5,70880.4
439,2016-10-13,31140,437291,140679337,533317.5,70880.4
440,2016-10-14,31540,283179,140679337,533317.5,70880.4
441,2016-10-17,31800,255704,140679337,533317.5,70880.4
442,2016-10-18,31780,207690,140679337,533317.5,70880.4
443,2016-10-19,32500,308891,140679337,533317.5,70880.4
444,2016-10-20,32400,206609,140679337,533317.5,70880.4
445,2016-10-21,31780,209550,140679337,533317.5,70880.4
446,2016-10-24,32160,185799,140679337,533317.5,70880.4
447,2016-10-25,31940,197322,140679337,533317.5,70880.4
448,2016-10-26,31340,210680,140679337,533317.5,70880.4
449,2016-10-27,31460,282340,140679337,533317.5,70880.4
450,2016-10-28,32280,204284,140679337,533317.5,70880.4
451,2016-10-31,32780,241344,140679337,533317.5,70880.4
452,2016-11-01,33040,206948,140679337,533317.5,70880.4
453,2016-11-02,32860,201985,140679337,533317.5,70880.4
454,2016-11-03,32320,206837,140679337,533317.5,70880.4
455,2016-11-04,32540,142077,140679337,533317.5,70880.4
456,2016-11-07,32800,153238,140679337,533317.5,70880.4
457,2016-11-08,32880,108349,140679337,533317.5,70880.4
458,2016-11-09,31920,313672,140679337,533317.5,70880.4
459,2016-11-10,32980,235907,140679337,533317.5,70880.4
460,2016-11-11,31960,256736,140679337,533317.5,70880.4
461,2016-11-14,31060,302666,140679337,533317.5,70880.4
462,2016-11-15,30780,273314,140679337,533317.5,70880.4
463,2016-11-16,31160,266164,140679337,533317.5,70880.4
464,2016-11-17,31360,157411,140679337,533317.5,70880.4
465,2016-11-18,31720,189215,140679337,533317.5,70880.4
466,2016-11-21,31860,163604,140679337,533317.5,70880.4
467,2016-11-22,32800,195022,140679337,533317.5,70880.4
468,2016-11-23,32980,253372,140679337,533317.5,70880.4
469,2016-11-24,33000,155143,140679337,533317.5,70880.4
470,2016-11-25,33000,125538,140679337,533317.5,70880.4
471,2016-11-28,33540,265881,140679337,533317.5,70880.4
472,2016-11-29,33540,361626,140679337,533317.5,70880.4
473,2016-11-30,34920,570704,140679337,533317.5,70880.4
474,2016-12-01,34980,310707,140679337,533317.5,70880.4
475,2016-12-02,34540,307059,140679337,533317.5,70880.4
476,2016-12-05,34360,169692,140679337,533317.5,70880.4
477,2016-12-06,34960,280036,140679337,533317.5,70880.4
478,2016-12-07,35440,192073,140679337,533317.5,70880.4
479,2016-12-08,35800,329251,140679337,533317.5,70880.4
480,2016-12-09,35600,213049,140679337,533317.5,70880.4
481,2016-12-12,35040,228289,140679337,533317.5,70880.4
482,2016-12-13,35320,233689,140679337,533317.5,70880.4
483,2016-12-14,35540,149102,140679337,533317.5,70880.4
484,2016-12-15,35180,115471,140679337,533317.5,70880.4
485,2016-12-16,35860,234954,140679337,533317.5,70880.4
486,2016-12-19,35900,108716,140679337,533317.5,70880.4
487,2016-12-20,36240,152304,140679337,533317.5,70880.4
488,2016-12-21,36100,131042,140679337,533317.5,70880.4
489,2016-12-22,36180,127092,140679337,533317.5,70880.4
490,2016-12-23,35640,166697,140679337,533317.5,70880.4
491,2016-12-26,35960,96472,140679337,533317.5,70880.4
492,2016-12-27,35980,93069,140679337,533317.5,70880.4
493,2016-12-28,35760,133258,140679337,533317.5,70880.4
494,2016-12-29,36040,150329,140679337,533317.5,70880.4
495,2017-01-02,36100,93012,140679337,505475.3,76843.5
496,2017-01-03,36480,147153,140679337,505475.3,76843.5
497,2017-01-04,36160,159435,140679337,505475.3,76843.5
498,2017-01-05,35560,219349,140679337,505475.3,76843.5
499,2017-01-06,36200,177619,140679337,505475.3,76843.5
500,2017-01-09,37220,263898,140679337,505475.3,76843.5
501,2017-01-10,37240,181996,140679337,505475.3,76843.5
502,2017-01-11,38280,240363,140679337,505475.3,76843.5
503,2017-01-12,38800,233383,140679337,505475.3,76843.5
504,2017-01-13,37460,319089,140679337,505475.3,76843.5
505,2017-01-16,36660,332230,140679337,505475.3,76843.5
506,2017-01-17,36960,163014,140679337,505475.3,76843.5
507,2017-01-18,36940,177508,140679337,505475.3,76843.5
508,2017-01-19,37480,188378,140679337,505475.3,76843.5
509,2017-01-20,37200,183700,140679337,505475.3,76843.5
510,2017-01-23,38060,176208,140679337,505475.3,76843.5
511,2017-01-24,38160,220975,140679337,505475.3,76843.5
512,2017-01-25,39400,268677,140679337,505475.3,76843.5
513,2017-01-26,39900,304290,140679337,505475.3,76843.5
514,2017-01-31,39460,359844,140679337,505475.3,76843.5
515,2017-02-01,39120,283008,140679337,505475.3,76843.5
516,2017-02-02,39360,300586,140679337,505475.3,76843.5
517,2017-02-03,39460,207727,140679337,505475.3,76843.5
518,2017-02-06,39560,177214,140679337,505475.3,76843.5
519,2017-02-07,38820,280836,140679337,505475.3,76843.5
520,2017-02-08,38400,341859,140679337,505475.3,76843.5
521,2017-02-09,38400,273883,140679337,505475.3,76843.5
522,2017-02-10,38360,220415,140679337,505475.3,76843.5
523,2017-02-13,37960,222041,140679337,505475.3,76843.5
524,2017-02-14,37580,262483,140679337,505475.3,76843.5
525,2017-02-15,37720,283831,140679337,505475.3,76843.5
526,2017-02-16,38020,204527,140679337,505475.3,76843.5
527,2017-02-17,37860,307549,140679337,505475.3,76843.5
528,2017-02-20,38660,149716,140679337,505475.3,76843.5
529,2017-02-21,38940,211252,140679337,505475.3,76843.5
530,2017-02-22,39300,170789,140679337,505475.3,76843.5
531,2017-02-23,39180,204346,140679337,505475.3,76843.5
532,2017-02-24,38220,185937,140679337,505475.3,76843.5
533,2017-02-27,38060,180674,140679337,505475.3,76843.5
534,2017-02-28,38440,301774,140679337,505475.3,76843.5
535,2017-03-02,39720,424996,140679337,505475.3,76843.5
536,2017-03-03,39620,254174,140679337,505475.3,76843.5
537,2017-03-06,40080,244697,140679337,505475.3,76843.5
538,2017-03-07,40200,211065,140679337,505475.3,76843.5
539,2017-03-08,40200,242819,140679337,505475.3,76843.5
540,2017-03-09,40200,287445,140679337,505475.3,76843.5
541,2017-03-10,40180,204556,140679337,505475.3,76843.5
542,2017-03-13,40600,148482,140679337,505475.3,76843.5
543,2017-03-14,41360,226501,140679337,505475.3,76843.5
544,2017-03-15,41400,191757,140679337,505475.3,76843.5
545,2017-03-16,41840,198663,140679337,505475.3,76843.5
546,2017-03-17,42400,252046,140679337,505475.3,76843.5
547,2017-03-20,41900,205001,140679337,505475.3,76843.5
548,2017-03-21,42560,284403,140679337,505475.3,76843.5
549,2017-03-22,42460,328545,140679337,505475.3,76843.5
550,2017-03-23,41800,307942,140679337,505475.3,76843.5
551,2017-03-24,41500,256163,140679337,505475.3,76843.5
552,2017-03-27,41200,243553,140679337,505475.3,76843.5
553,2017-03-28,41480,164325,140679337,505475.3,76843.5
554,2017-03-29,41780,201865,140679337,505475.3,76843.5
555,2017-03-30,41980,164080,140679337,505475.3,76843.5
556,2017-03-31,41200,210006,140679337,505475.3,76843.5
557,2017-04-03,41440,191588,140679337,610005.4,110538.5
558,2017-04-04,42080,245110,140679337,610005.4,110538.5
559,2017-04-05,42140,213994,140679337,610005.4,110538.5
560,2017-04-06,41840,193668,140679337,610005.4,110538.5
561,2017-04-07,41600,200420,140679337,610005.4,110538.5
562,2017-04-10,41940,142827,140679337,610005.4,110538.5
563,2017-04-11,41600,143458,140679337,610005.4,110538.5
564,2017-04-12,41900,165498,140679337,610005.4,110538.5
565,2017-04-13,42420,180816,140679337,610005.4,110538.5
566,2017-04-14,42020,109257,140679337,610005.4,110538.5
567,2017-04-17,41560,104495,140679337,610005.4,110538.5
568,2017-04-18,41500,137213,140679337,610005.4,110538.5
569,2017-04-19,40900,235258,140679337,610005.4,110538.5
570,2017-04-20,40280,422977,140679337,610005.4,110538.5
571,2017-04-21,40760,302610,139659337,610005.4,110538.5
572,2017-04-24,41240,179803,139659337,610005.4,110538.5
573,2017-04-25,42700,385992,139659337,610005.4,110538.5
574,2017-04-26,42800,295896,139659337,610005.4,110538.5
575,2017-04-27,43840,460645,139659337,610005.4,110538.5
576,2017-04-28,44620,453714,139659337,610005.4,110538.5
577,2017-05-02,44900,281366,139659337,610005.4,110538.5
578,2017-05-04,45520,273802,139659337,610005.4,110538.5
579,2017-05-08,47020,391651,139659337,610005.4,110538.5
580,2017-05-10,45600,468219,139659337,610005.4,110538.5
581,2017-05-11,45500,425557,139659337,610005.4,110538.5
582,2017-05-12,45820,188458,139659337,610005.4,110538.5
583,2017-05-15,46100,160028,139659337,610005.4,110538.5
584,2017-05-16,46380,176075,139659337,610005.4,110538.5
585,2017-05-17,46340,148489,139659337,610005.4,110538.5
586,2017-05-18,45940,223207,139659337,610005.4,110538.5
587,2017-05-19,44720,315247,139659337,610005.4,110538.5
588,2017-05-22,45100,352871,139659337,610005.4,110538.5
589,2017-05-23,44920,252141,130668494,610005.4,110538.5
590,2017-05-24,44880,173508,130668494,610005.4,110538.5
591,2017-05-25,45680,260896,130668494,610005.4,110538.5
592,2017-05-26,46080,272273,130668494,610005.4,110538.5
593,2017-05-29,45620,174791,130668494,610005.4,110538.5
594,2017-05-30,44640,248672,130668494,610005.4,110538.5
595,2017-05-31,44700,373382,130668494,610005.4,110538.5
596,2017-06-01,44680,195070,130668494,610005.4,110538.5
597,2017-06-02,45960,249775,130668494,610005.4,110538.5
598,2017-06-05,45940,151988,130668494,610005.4,110538.5
599,2017-06-07,45300,274588,130668494,610005.4,110538.5
600,2017-06-08,45160,279575,130668494,610005.4,110538.5
601,2017-06-09,46100,234657,130668494,610005.4,110538.5
602,2017-06-12,45380,219086,130668494,610005.4,110538.5
603,2017-06-13,45400,172498,130668494,610005.4,110538.5
604,2017-06-14,45360,203334,130668494,610005.4,110538.5
605,2017-06-15,45680,193140,130668494,610005.4,110538.5
606,2017-06-16,45580,348069,130668494,610005.4,110538.5
607,2017-06-19,46560,226078,130668494,610005.4,110538.5
608,2017-06-20,48140,300900,130668494,610005.4,110538.5
609,2017-06-21,47480,199473,130668494,610005.4,110538.5
610,2017-06-22,47960,229116,130668494,610005.4,110538.5
611,2017-06-23,47620,190302,130668494,610005.4,110538.5
612,2017-06-26,48280,171056,130668494,610005.4,110538.5
613,2017-06-27,48300,192335,130668494,610005.4,110538.5
614,2017-06-28,47700,191450,130668494,610005.4,110538.5
615,2017-06-29,47940,166131,130668494,610005.4,110538.5
616,2017-06-30,47540,237551,130668494,610005.4,110538.5
617,2017-07-03,47220,136111,130668494,620489,111934.1
618,2017-07-04,47000,159220,130668494,620489,111934.1
619,2017-07-05,47580,212805,130668494,620489,111934.1
620,2017-07-06,48060,218461,130668494,620489,111934.1
621,2017-07-07,47860,162638,130668494,620489,111934.1
622,2017-07-10,48660,215855,130668494,620489,111934.1
623,2017-07-11,49000,194356,130668494,620489,111934.1
624,2017-07-12,49880,189723,130668494,620489,111934.1
625,2017-07-13,50560,320683,130668494,620489,111934.1
626,2017-07-14,50480,164780,130668494,620489,111934.1
627,2017-07-17,50640,179522,130668494,620489,111934.1
628,2017-07-18,50840,141689,130668494,620489,111934.1
629,2017-07-19,50740,223150,130668494,620489,111934.1
630,2017-07-20,51200,167352,130668494,620489,111934.1
631,2017-07-21,51080,168981,130668494,620489,111934.1
632,2017-07-24,50860,141995,130668494,620489,111934.1
633,2017-07-25,50000,216212,130668494,620489,111934.1
634,2017-07-26,49840,224496,130668494,620489,111934.1
635,2017-07-27,49800,228990,130668494,620489,111934.1
636,2017-07-28,47760,523366,130668494,620489,111934.1
637,2017-07-31,48200,254028,130668494,620489,111934.1
638,2017-08-01,48600,227390,130668494,620489,111934.1
639,2017-08-02,49000,155549,129768494,620489,111934.1
640,2017-08-03,47780,310816,129768494,620489,111934.1
641,2017-08-04,47700,167184,129768494,620489,111934.1
642,2017-08-07,47580,144365,129768494,620489,111934.1
643,2017-08-08,47720,159592,129768494,620489,111934.1
644,2017-08-09,46280,291108,129768494,620489,111934.1
645,2017-08-10,45900,459723,129768494,620489,111934.1
646,2017-08-11,44620,508146,129768494,620489,111934.1
647,2017-08-14,45000,383712,129768494,620489,111934.1
648,2017-08-16,46200,438273,129768494,620489,111934.1
649,2017-08-17,47040,248317,129768494,620489,111934.1
650,2017-08-18,46900,209559,129768494,620489,111934.1
651,2017-08-21,46840,102069,129768494,620489,111934.1
652,2017-08-22,47000,147635,129768494,620489,111934.1
653,2017-08-23,47480,187694,129768494,620489,111934.1
654,2017-08-24,47520,173149,129768494,620489,111934.1
655,2017-08-25,47020,224871,129768494,620489,111934.1
656,2017-08-28,46100,199242,129768494,620489,111934.1
657,2017-08-29,46080,252473,129768494,620489,111934.1
658,2017-08-30,46200,150260,129768494,620489,111934.1
659,2017-08-31,46320,220234,129768494,620489,111934.1
660,2017-09-01,46480,212834,129768494,620489,111934.1
661,2017-09-04,46040,158870,129768494,620489,111934.1
662,2017-09-05,46760,234322,129768494,620489,111934.1
663,2017-09-06,47000,216221,129768494,620489,111934.1
664,2017-09-07,48120,193530,129768494,620489,111934.1
665,2017-09-08,49080,217860,129768494,620489,111934.1
666,2017-09-11,49800,207495,129768494,620489,111934.1
667,2017-09-12,49600,240595,129768494,620489,111934.1
668,2017-09-13,49620,187140,129768494,620489,111934.1
669,2017-09-14,50300,284095,129768494,620489,111934.1
670,2017-09-15,50400,215146,129768494,620489,111934.1
671,2017-09-18,52480,230499,129768494,620489,111934.1
672,2017-09-19,52120,197008,129768494,620489,111934.1
673,2017-09-20,52220,185855,129768494,620489,111934.1
674,2017-09-21,52800,176796,129768494,620489,111934.1
675,2017-09-22,53000,278448,129768494,620489,111934.1
676,2017-09-25,53620,186062,129768494,620489,111934.1
677,2017-09-26,51660,341144,129768494,620489,111934.1
678,2017-09-27,51680,215940,129768494,620489,111934.1
679,2017-09-28,51260,240509,129768494,620489,111934.1
680,2017-09-29,51280,258188,129768494,620489,111934.1
681,2017-10-10,52800,410396,129768494,659784.1,122551.4
682,2017-10-11,54640,273043,129768494,659784.1,122551.4
683,2017-10-12,54800,277814,129768494,659784.1,122551.4
684,2017-10-13,54000,252033,129768494,659784.1,122551.4
685,2017-10-16,53920,195399,129768494,659784.1,122551.4
686,2017-10-17,54800,212156,129768494,659784.1,122551.4
687,2017-10-18,54760,202215,129768494,659784.1,122551.4
688,2017-10-19,52980,242174,129768494,659784.1,122551.4
689,2017-10-20,53840,160541,129768494,659784.1,122551.4
690,2017-10-23,54300,166221,129768494,659784.1,122551.4
691,2017-10-24,54040,116121,129768494,659784.1,122551.4
692,2017-10-25,53900,117657,129768494,659784.1,122551.4
693,2017-10-26,52400,195531,129768494,659784.1,122551.4
694,2017-10-27,53080,147850,129768494,659784.1,122551.4
695,2017-10-30,54040,163923,129768494,659784.1,122551.4
696,2017-10-31,55080,267631,129768494,659784.1,122551.4
697,2017-11-01,57220,290205,129768494,659784.1,122551.4
698,2017-11-02,57060,214421,129768494,659784.1,122551.4
699,2017-11-03,56380,198716,129098494,659784.1,122551.4
700,2017-11-06,56380,180019,129098494,659784.1,122551.4
701,2017-11-07,56100,149291,129098494,659784.1,122551.4
702,2017-11-08,56760,170404,129098494,659784.1,122551.4
703,2017-11-09,56340,239881,129098494,659784.1,122551.4
704,2017-11-10,56400,134976,129098494,659784.1,122551.4
705,2017-11-13,56380,176133,129098494,659784.1,122551.4
706,2017-11-14,55920,134500,129098494,659784.1,122551.4
707,2017-11-15,55340,176339,129098494,659784.1,122551.4
708,2017-11-16,55780,152814,129098494,659784.1,122551.4
709,2017-11-17,55820,214663,129098494,659784.1,122551.4
710,2017-11-20,55200,189455,129098494,659784.1,122551.4
711,2017-11-21,55280,206494,129098494,659784.1,122551.4
712,2017-11-22,55960,159059,129098494,659784.1,122551.4
713,2017-11-23,55300,125458,129098494,659784.1,122551.4
714,2017-11-24,55460,90724,129098494,659784.1,122551.4
715,2017-11-27,52640,362578,129098494,659784.1,122551.4
716,2017-11-28,53280,269988,129098494,659784.1,122551.4
717,2017-11-29,52600,191805,129098494,659784.1,122551.4
718,2017-11-30,50800,592683,129098494,659784.1,122551.4
719,2017-12-01,50840,257372,129098494,659784.1,122551.4
720,2017-12-04,51340,297301,129098494,659784.1,122551.4
721,2017-12-05,51260,186531,129098494,659784.1,122551.4
722,2017-12-06,50020,217784,129098494,659784.1,122551.4
723,2017-12-07,50740,221312,129098494,659784.1,122551.4
724,2017-12-08,52000,225809,129098494,659784.1,122551.4
725,2017-12-11,51780,162517,129098494,659784.1,122551.4
726,2017-12-12,52100,175301,129098494,659784.1,122551.4
727,2017-12-13,51320,226674,129098494,659784.1,122551.4
728,2017-12-14,51060,406208,129098494,659784.1,122551.4
729,2017-12-15,50620,298571,129098494,659784.1,122551.4
730,2017-12-18,51200,147005,129098494,659784.1,122551.4
731,2017-12-19,51560,239572,129098494,659784.1,122551.4
732,2017-12-20,50880,201611,129098494,659784.1,122551.4
733,2017-12-21,49140,312486,129098494,659784.1,122551.4
734,2017-12-22,49700,223993,129098494,659784.1,122551.4
735,2017-12-26,48200,320797,129098494,659784.1,122551.4
736,2017-12-27,49360,214872,129098494,659784.1,122551.4
737,2017-12-28,50960,179709,129098494,659784.1,122551.4
738,2018-01-02,51020,169485,129098494,605637.1,116885.4
739,2018-01-03,51620,200270,129098494,605637.1,116885.4
740,2018-01-04,51080,233909,129098494,605637.1,116885.4
741,2018-01-05,52120,189623,129098494,605637.1,116885.4
742,2018-01-08,52020,167673,129098494,605637.1,116885.4
743,2018-01-09,50400,360272,129098494,605637.1,116885.4
744,2018-01-10,48840,371336,129098494,605637.1,116885.4
745,2018-01-11,48240,502476,129098494,605637.1,116885.4
746,2018-01-12,48200,545409,129098494,605637.1,116885.4
747,2018-01-15,48540,201920,129098494,605637.1,116885.4
748,2018-01-16,50000,407793,129098494,605637.1,116885.4
749,2018-01-17,49620,221061,129098494,605637.1,116885.4
750,2018-01-18,49900,296977,129098494,605637.1,116885.4
751,2018-01-19,49320,184399,129098494,605637.1,116885.4
752,2018-01-22,48240,250418,129098494,605637.1,116885.4
