order,date,closing_price,trading_volume,number_of_issued_shares,revenue,NetIncome
960,2018-11-28,43150,6943099,6419324700,592650.6,84621.9
961,2018-11-29,43150,8473511,6419324700,592650.6,84621.9
962,2018-11-30,41850,19775519,6419324700,592650.6,84621.9
963,2018-12-03,43250,12110702,6419324700,592650.6,84621.9
964,2018-12-04,42150,14347746,6419324700,592650.6,84621.9
965,2018-12-05,41450,12631983,6419324700,592650.6,84621.9
966,2018-12-06,40500,14251826,6419324700,592650.6,84621.9
967,2018-12-07,40950,11433083,6419324700,592650.6,84621.9
968,2018-12-10,40200,14892263,6419324700,592650.6,84621.9
969,2018-12-11,40250,10638766,6419324700,592650.6,84621.9
970,2018-12-12,40450,12024279,5969782550,592650.6,84621.9
971,2018-12-13,40000,26254646,5969782550,592650.6,84621.9
972,2018-12-14,38950,19671783,5969782550,592650.6,84621.9
973,2018-12-17,39150,11532968,5969782550,592650.6,84621.9
974,2018-12-18,38900,11042101,5969782550,592650.6,84621.9
975,2018-12-19,39100,9942037,5969782550,592650.6,84621.9
976,2018-12-20,38650,11937617,5969782550,592650.6,84621.9
977,2018-12-21,38650,14947080,5969782550,592650.6,84621.9
978,2018-12-24,38800,9729530,5969782550,592650.6,84621.9
979,2018-12-26,38350,12707675,5969782550,592650.6,84621.9
980,2018-12-27,38250,10510643,5969782550,592650.6,84621.9
981,2018-12-28,38700,9900267,5969782550,592650.6,84621.9
982,2019-01-02,38750,7847664,5969782550,523855.5,50435.9
983,2019-01-03,37600,12471493,5969782550,523855.5,50435.9
984,2019-01-04,37450,14108958,5969782550,523855.5,50435.9
985,2019-01-07,38750,12748997,5969782550,523855.5,50435.9
986,2019-01-08,38100,12756554,5969782550,523855.5,50435.9
987,2019-01-09,39600,17452708,5969782550,523855.5,50435.9
988,2019-01-10,39800,14731699,5969782550,523855.5,50435.9
989,2019-01-11,40500,11661063,5969782550,523855.5,50435.9
990,2019-01-14,40050,11984996,5969782550,523855.5,50435.9
991,2019-01-15,41100,11492756,5969782550,523855.5,50435.9
992,2019-01-16,41450,8491595,5969782550,523855.5,50435.9
993,2019-01-17,41950,11736903,5969782550,523855.5,50435.9
994,2019-01-18,42300,11029256,5969782550,523855.5,50435.9
995,2019-01-21,42750,11355701,5969782550,523855.5,50435.9
996,2019-01-22,42150,9964356,5969782550,523855.5,50435.9
997,2019-01-23,42000,11071079,5969782550,523855.5,50435.9
998,2019-01-24,43050,14747623,5969782550,523855.5,50435.9
999,2019-01-25,44750,22789395,5969782550,523855.5,50435.9
1000,2019-01-28,45050,17998914,5969782550,523855.5,50435.9
1001,2019-01-29,45500,16215017,5969782550,523855.5,50435.9
1002,2019-01-30,46400,17505980,5969782550,523855.5,50435.9
1003,2019-01-31,46150,21621145,5969782550,523855.5,50435.9
1004,2019-02-01,46350,13832454,5969782550,523855.5,50435.9
1005,2019-02-07,46200,15872001,5969782550,523855.5,50435.9
1006,2019-02-08,44800,12689196,5969782550,523855.5,50435.9
1007,2019-02-11,45000,11125044,5969782550,523855.5,50435.9
1008,2019-02-12,46050,13184367,5969782550,523855.5,50435.9
1009,2019-02-13,46200,11299738,5969782550,523855.5,50435.9
1010,2019-02-14,47500,17259341,5969782550,523855.5,50435.9
1011,2019-02-15,46050,10554643,5969782550,523855.5,50435.9
1012,2019-02-18,46200,8183728,5969782550,523855.5,50435.9
1013,2019-02-19,45950,6741395,5969782550,523855.5,50435.9
1014,2019-02-20,46900,11506720,5969782550,523855.5,50435.9
1015,2019-02-21,46950,8694009,5969782550,523855.5,50435.9
1016,2019-02-22,47150,6895772,5969782550,523855.5,50435.9
1017,2019-02-25,47350,7484716,5969782550,523855.5,50435.9
1018,2019-02-26,46750,7985547,5969782550,523855.5,50435.9
1019,2019-02-27,46750,8045211,5969782550,523855.5,50435.9
1020,2019-02-28,45100,23569321,5969782550,523855.5,50435.9
1021,2019-03-04,44850,12926539,5969782550,523855.5,50435.9
1022,2019-03-05,44250,10612405,5969782550,523855.5,50435.9
1023,2019-03-06,44000,10202544,5969782550,523855.5,50435.9
1024,2019-03-07,44450,11049749,5969782550,523855.5,50435.9
1025,2019-03-08,43800,7729069,5969782550,523855.5,50435.9
1026,2019-03-11,43650,10717408,5969782550,523855.5,50435.9
1027,2019-03-12,44650,11431977,5969782550,523855.5,50435.9
1028,2019-03-13,43850,8108343,5969782550,523855.5,50435.9
1029,2019-03-14,43850,18039161,5969782550,523855.5,50435.9
1030,2019-03-15,44200,16814163,5969782550,523855.5,50435.9
1031,2019-03-18,43700,8188876,5969782550,523855.5,50435.9
1032,2019-03-19,43900,7609563,5969782550,523855.5,50435.9
1033,2019-03-20,44050,9846242,5969782550,523855.5,50435.9
1034,2019-03-21,45850,21138016,5969782550,523855.5,50435.9
1035,2019-03-22,46550,12535911,5969782550,523855.5,50435.9
1036,2019-03-25,45500,8699728,5969782550,523855.5,50435.9
1037,2019-03-26,45250,9729811,5969782550,523855.5,50435.9
1038,2019-03-27,45350,9568081,5969782550,523855.5,50435.9
1039,2019-03-28,44850,6821306,5969782550,523855.5,50435.9
1040,2019-03-29,44650,11491713,5969782550,523855.5,50435.9
1041,2019-04-01,45050,7362129,5969782550,561271,51805.7
1042,2019-04-02,45750,9480688,5969782550,561271,51805.7
1043,2019-04-03,46600,12436570,5969782550,561271,51805.7
1044,2019-04-04,46950,12650168,5969782550,561271,51805.7
1045,2019-04-05,46850,8546339,5969782550,561271,51805.7
1046,2019-04-08,46650,8507909,5969782550,561271,51805.7
1047,2019-04-09,46650,6878761,5969782550,561271,51805.7
1048,2019-04-10,46700,11883995,5969782550,561271,51805.7
1049,2019-04-11,46250,13697399,5969782550,561271,51805.7
1050,2019-04-12,46850,7668936,5969782550,561271,51805.7
1051,2019-04-15,47050,8733019,5969782550,561271,51805.7
1052,2019-04-16,47250,7730881,5969782550,561271,51805.7
1053,2019-04-17,47050,5513658,5969782550,561271,51805.7
1054,2019-04-18,45600,12808747,5969782550,561271,51805.7
1055,2019-04-19,45300,8479710,5969782550,561271,51805.7
1056,2019-04-22,45350,6006957,5969782550,561271,51805.7
1057,2019-04-23,45200,6920566,5969782550,561271,51805.7
1058,2019-04-24,44750,13299267,5969782550,561271,51805.7
1059,2019-04-25,44650,10868965,5969782550,561271,51805.7
1060,2019-04-26,44850,9739982,5969782550,561271,51805.7
1061,2019-04-29,46150,8777517,5969782550,561271,51805.7
1062,2019-04-30,45850,11121273,5969782550,561271,51805.7
1063,2019-05-02,45900,8625126,5969782550,561271,51805.7
1064,2019-05-03,45300,6562916,5969782550,561271,51805.7
1065,2019-05-07,44850,12014907,5969782550,561271,51805.7
1066,2019-05-08,44250,10398754,5969782550,561271,51805.7
1067,2019-05-09,42450,23029718,5969782550,561271,51805.7
1068,2019-05-10,42900,14579512,5969782550,561271,51805.7
1069,2019-05-13,42650,7635079,5969782550,561271,51805.7
1070,2019-05-14,42650,11563730,5969782550,561271,51805.7
1071,2019-05-15,42550,7670185,5969782550,561271,51805.7
1072,2019-05-16,41550,13687828,5969782550,561271,51805.7
1073,2019-05-17,41200,13357951,5969782550,561271,51805.7
1074,2019-05-20,42000,15752397,5969782550,561271,51805.7
1075,2019-05-21,43150,18812133,5969782550,561271,51805.7
1076,2019-05-22,43500,11033339,5969782550,561271,51805.7
1077,2019-05-23,43850,12259006,5969782550,561271,51805.7
1078,2019-05-24,42700,13966305,5969782550,561271,51805.7
1079,2019-05-27,42650,8066669,5969782550,561271,51805.7
1080,2019-05-28,42550,24506881,5969782550,561271,51805.7
1081,2019-05-29,41800,14930618,5969782550,561271,51805.7
1082,2019-05-30,42550,11766018,5969782550,561271,51805.7
1083,2019-05-31,42500,11365999,5969782550,561271,51805.7
1084,2019-06-03,43800,15466580,5969782550,561271,51805.7
1085,2019-06-04,43450,9913497,5969782550,561271,51805.7
1086,2019-06-05,43900,12464135,5969782550,561271,51805.7
1087,2019-06-07,44200,11683682,5969782550,561271,51805.7
1088,2019-06-10,44800,8792182,5969782550,561271,51805.7
1089,2019-06-11,44850,6664872,5969782550,561271,51805.7
1090,2019-06-12,44600,8607439,5969782550,561271,51805.7
1091,2019-06-13,43750,16906541,5969782550,561271,51805.7
1092,2019-06-14,44000,9322873,5969782550,561271,51805.7
1093,2019-06-17,43900,11890424,5969782550,561271,51805.7
1094,2019-06-18,44350,7994928,5969782550,561271,51805.7
1095,2019-06-19,45350,10417690,5969782550,561271,51805.7
1096,2019-06-20,45500,7147785,5969782550,561271,51805.7
1097,2019-06-21,45700,9454913,5969782550,561271,51805.7
1098,2019-06-24,45500,6085066,5969782550,561271,51805.7
1099,2019-06-25,45600,7076774,5969782550,561271,51805.7
1100,2019-06-26,45700,9226097,5969782550,561271,51805.7
1101,2019-06-27,46500,12603534,5969782550,561271,51805.7
1102,2019-06-28,47000,12949231,5969782550,561271,51805.7
1103,2019-07-01,46600,11383522,5969782550,620034.7,62876.7
1104,2019-07-02,46250,8463073,5969782550,620034.7,62876.7
1105,2019-07-03,45400,9669368,5969782550,620034.7,62876.7
1106,2019-07-04,46000,6365573,5969782550,620034.7,62876.7
1107,2019-07-05,45650,7235395,5969782550,620034.7,62876.7
1108,2019-07-08,44400,7823843,5969782550,620034.7,62876.7
1109,2019-07-09,45100,7646421,5969782550,620034.7,62876.7
1110,2019-07-10,45550,9253930,5969782550,620034.7,62876.7
1111,2019-07-11,46200,10989751,5969782550,620034.7,62876.7
1112,2019-07-12,46300,5245804,5969782550,620034.7,62876.7
1113,2019-07-15,46450,4717226,5969782550,620034.7,62876.7
1114,2019-07-16,46850,7407824,5969782550,620034.7,62876.7
1115,2019-07-17,46050,5216602,5969782550,620034.7,62876.7
1116,2019-07-18,46100,5143554,5969782550,620034.7,62876.7
1117,2019-07-19,46800,8819393,5969782550,620034.7,62876.7
1118,2019-07-22,47200,9009109,5969782550,620034.7,62876.7
1119,2019-07-23,47300,9061381,5969782550,620034.7,62876.7
1120,2019-07-24,46400,8756522,5969782550,620034.7,62876.7
1121,2019-07-25,47200,8408838,5969782550,620034.7,62876.7
1122,2019-07-26,47150,7873886,5969782550,620034.7,62876.7
1123,2019-07-29,46100,6856846,5969782550,620034.7,62876.7
1124,2019-07-30,46550,5551014,5969782550,620034.7,62876.7
1125,2019-07-31,45350,12872916,5969782550,620034.7,62876.7
1126,2019-08-01,45200,7811181,5969782550,620034.7,62876.7
1127,2019-08-02,44950,12151374,5969782550,620034.7,62876.7
1128,2019-08-05,43950,14214086,5969782550,620034.7,62876.7
1129,2019-08-06,43500,15083824,5969782550,620034.7,62876.7
1130,2019-08-07,43200,10002533,5969782550,620034.7,62876.7
1131,2019-08-08,42650,16926881,5969782550,620034.7,62876.7
1132,2019-08-09,43150,9685147,5969782550,620034.7,62876.7
1133,2019-08-12,43700,8466169,5969782550,620034.7,62876.7
1134,2019-08-13,43000,7276979,5969782550,620034.7,62876.7
1135,2019-08-14,43700,8750135,5969782550,620034.7,62876.7
1136,2019-08-16,43900,9528115,5969782550,620034.7,62876.7
1137,2019-08-19,43600,6014218,5969782550,620034.7,62876.7
1138,2019-08-20,44450,8434205,5969782550,620034.7,62876.7
1139,2019-08-21,44500,6571717,5969782550,620034.7,62876.7
1140,2019-08-22,44050,8061177,5969782550,620034.7,62876.7
1141,2019-08-23,43950,5017381,5969782550,620034.7,62876.7
1142,2019-08-26,43600,7954949,5969782550,620034.7,62876.7
1143,2019-08-27,44050,16883932,5969782550,620034.7,62876.7
1144,2019-08-28,44150,5758333,5969782550,620034.7,62876.7
1145,2019-08-29,43400,10768862,5969782550,620034.7,62876.7
1146,2019-08-30,44000,9899073,5969782550,620034.7,62876.7
1147,2019-09-02,43800,7185537,5969782550,620034.7,62876.7
1148,2019-09-03,43250,9774941,5969782550,620034.7,62876.7
1149,2019-09-04,44100,12441837,5969782550,620034.7,62876.7
1150,2019-09-05,45700,18297430,5969782550,620034.7,62876.7
1151,2019-09-06,46300,9896562,5969782550,620034.7,62876.7
1152,2019-09-09,46900,9434157,5969782550,620034.7,62876.7
1153,2019-09-10,47000,9231792,5969782550,620034.7,62876.7
1154,2019-09-11,47150,16141619,5969782550,620034.7,62876.7
1155,2019-09-16,47100,15550926,5969782550,620034.7,62876.7
1156,2019-09-17,46900,7006280,5969782550,620034.7,62876.7
1157,2019-09-18,47700,10413027,5969782550,620034.7,62876.7
1158,2019-09-19,49150,16461413,5969782550,620034.7,62876.7
1159,2019-09-20,49200,15460210,5969782550,620034.7,62876.7
1160,2019-09-23,49300,7568553,5969782550,620034.7,62876.7
1161,2019-09-24,49500,7871955,5969782550,620034.7,62876.7
1162,2019-09-25,48900,9187141,5969782550,620034.7,62876.7
1163,2019-09-26,49200,8494756,5969782550,620034.7,62876.7
1164,2019-09-27,48400,8048041,5969782550,620034.7,62876.7
1165,2019-09-30,49050,9497119,5969782550,620034.7,62876.7
1166,2019-10-01,48850,6206035,5969782550,598847.6,52270.4
1167,2019-10-02,47600,8382463,5969782550,598847.6,52270.4
1168,2019-10-04,48000,9331695,5969782550,598847.6,52270.4
1169,2019-10-07,47750,7047273,5969782550,598847.6,52270.4
1170,2019-10-08,48900,14239367,5969782550,598847.6,52270.4
1171,2019-10-10,48550,18639855,5969782550,598847.6,52270.4
1172,2019-10-11,49150,7783275,5969782550,598847.6,52270.4
1173,2019-10-14,50000,11130635,5969782550,598847.6,52270.4
1174,2019-10-15,50100,6058105,5969782550,598847.6,52270.4
1175,2019-10-16,50700,9136282,5969782550,598847.6,52270.4
1176,2019-10-17,50500,6701380,5969782550,598847.6,52270.4
1177,2019-10-18,49900,8483106,5969782550,598847.6,52270.4
1178,2019-10-21,50300,4406531,5969782550,598847.6,52270.4
1179,2019-10-22,51200,10898729,5969782550,598847.6,52270.4
1180,2019-10-23,51200,8663880,5969782550,598847.6,52270.4
1181,2019-10-24,50700,21185785,5969782550,598847.6,52270.4
1182,2019-10-25,50900,7879897,5969782550,598847.6,52270.4
1183,2019-10-28,51300,6431522,5969782550,598847.6,52270.4
1184,2019-10-29,51100,7581629,5969782550,598847.6,52270.4
1185,2019-10-30,50400,8959435,5969782550,598847.6,52270.4
1186,2019-10-31,50400,10304777,5969782550,598847.6,52270.4
1187,2019-11-01,51200,8467846,5969782550,598847.6,52270.4
1188,2019-11-04,52300,13012411,5969782550,598847.6,52270.4
1189,2019-11-05,52700,10581034,5969782550,598847.6,52270.4
1190,2019-11-06,53300,14361133,5969782550,598847.6,52270.4
1191,2019-11-07,52900,9257116,5969782550,598847.6,52270.4
1192,2019-11-08,52100,11603290,5969782550,598847.6,52270.4
1193,2019-11-11,51600,8185952,5969782550,598847.6,52270.4
1194,2019-11-12,52600,6576148,5969782550,598847.6,52270.4
1195,2019-11-13,52500,6225196,5969782550,598847.6,52270.4
1196,2019-11-14,52800,12010018,5969782550,598847.6,52270.4
1197,2019-11-15,53700,9703360,5969782550,598847.6,52270.4
1198,2019-11-18,53500,7746554,5969782550,598847.6,52270.4
1199,2019-11-19,53500,8907177,5969782550,598847.6,52270.4
1200,2019-11-20,52000,12560070,5969782550,598847.6,52270.4
1201,2019-11-21,51000,14298646,5969782550,598847.6,52270.4
1202,2019-11-22,51600,8478310,5969782550,598847.6,52270.4
1203,2019-11-25,51800,9050625,5969782550,598847.6,52270.4
1204,2019-11-26,51800,27372226,5969782550,598847.6,52270.4
1205,2019-11-27,52200,7546261,5969782550,598847.6,52270.4
1206,2019-11-28,51300,6833885,5969782550,598847.6,52270.4
1207,2019-11-29,50300,11179334,5969782550,598847.6,52270.4
1208,2019-12-02,50400,18877252,5969782550,598847.6,52270.4
1209,2019-12-03,49900,12059812,5969782550,598847.6,52270.4
1210,2019-12-04,49450,13246549,5969782550,598847.6,52270.4
1211,2019-12-05,49500,10449715,5969782550,598847.6,52270.4
1212,2019-12-06,50400,11414563,5969782550,598847.6,52270.4
1213,2019-12-09,51200,8470627,5969782550,598847.6,52270.4
1214,2019-12-10,51500,6882771,5969782550,598847.6,52270.4
1215,2019-12-11,51900,11379521,5969782550,598847.6,52270.4
1216,2019-12-12,53300,29178697,5969782550,598847.6,52270.4
1217,2019-12-13,54700,18120261,5969782550,598847.6,52270.4
1218,2019-12-16,54700,11512405,5969782550,598847.6,52270.4
1219,2019-12-17,56700,19358433,5969782550,598847.6,52270.4
1220,2019-12-18,56300,15558208,5969782550,598847.6,52270.4
1221,2019-12-19,56000,14180520,5969782550,598847.6,52270.4
1222,2019-12-20,56000,12095519,5969782550,598847.6,52270.4
1223,2019-12-23,55500,9839252,5969782550,598847.6,52270.4
1224,2019-12-24,55000,11868463,5969782550,598847.6,52270.4
1225,2019-12-26,55400,9645034,5969782550,598847.6,52270.4
1226,2019-12-27,56500,12313056,5969782550,598847.6,52270.4
1227,2019-12-30,55800,8356767,5969782550,598847.6,52270.4
1228,2020-01-02,55200,12993228,5969782550,553251.8,48849.3
1229,2020-01-03,55500,15422255,5969782550,553251.8,48849.3
1230,2020-01-06,55500,10278951,5969782550,553251.8,48849.3
1231,2020-01-07,55800,10009778,5969782550,553251.8,48849.3
1232,2020-01-08,56800,23501171,5969782550,553251.8,48849.3
1233,2020-01-09,58600,24102579,5969782550,553251.8,48849.3
1234,2020-01-10,59500,16000170,5969782550,553251.8,48849.3
1235,2020-01-13,60000,11359139,5969782550,553251.8,48849.3
1236,2020-01-14,60000,16906295,5969782550,553251.8,48849.3
1237,2020-01-15,59000,14300928,5969782550,553251.8,48849.3
1238,2020-01-16,60700,14381774,5969782550,553251.8,48849.3
1239,2020-01-17,61300,16025661,5969782550,553251.8,48849.3
1240,2020-01-20,62400,12528855,5969782550,553251.8,48849.3
1241,2020-01-21,61400,11142693,5969782550,553251.8,48849.3
1242,2020-01-22,62300,15339565,5969782550,553251.8,48849.3
1243,2020-01-23,60800,14916555,5969782550,553251.8,48849.3
1244,2020-01-28,58800,23664541,5969782550,553251.8,48849.3
1245,2020-01-29,59100,16446102,5969782550,553251.8,48849.3
1246,2020-01-30,57200,20821939,5969782550,553251.8,48849.3
1247,2020-01-31,56400,19749457,5969782550,553251.8,48849.3
1248,2020-02-03,57200,23995260,5969782550,553251.8,48849.3
1249,2020-02-04,58900,21800192,5969782550,553251.8,48849.3
1250,2020-02-05,59500,19278165,5969782550,553251.8,48849.3
1251,2020-02-06,61100,14727159,5969782550,553251.8,48849.3
1252,2020-02-07,60400,16402493,5969782550,553251.8,48849.3
1253,2020-02-10,59700,13107121,5969782550,553251.8,48849.3
1254,2020-02-11,59900,11071231,5969782550,553251.8,48849.3
1255,2020-02-12,60500,12904207,5969782550,553251.8,48849.3
1256,2020-02-13,60700,18449775,5969782550,553251.8,48849.3
1257,2020-02-14,61800,13276067,5969782550,553251.8,48849.3
1258,2020-02-17,61500,8740596,5969782550,553251.8,48849.3
1259,2020-02-18,59800,16674266,5969782550,553251.8,48849.3
1260,2020-02-19,60200,12951496,5969782550,553251.8,48849.3
1261,2020-02-20,60000,14591924,5969782550,553251.8,48849.3
1262,2020-02-21,59200,13777393,5969782550,553251.8,48849.3
1263,2020-02-24,56800,25627537,5969782550,553251.8,48849.3
1264,2020-02-25,57900,23885408,5969782550,553251.8,48849.3
1265,2020-02-26,56500,25483102,5969782550,553251.8,48849.3
1266,2020-02-27,55900,23209541,5969782550,553251.8,48849.3
1267,2020-02-28,54200,30054227,5969782550,553251.8,48849.3
1268,2020-03-02,55000,30403412,5969782550,553251.8,48849.3
1269,2020-03-03,55400,30330295,5969782550,553251.8,48849.3
1270,2020-03-04,57400,24765728,5969782550,553251.8,48849.3
1271,2020-03-05,57800,21698990,5969782550,553251.8,48849.3
1272,2020-03-06,56500,18716656,5969782550,553251.8,48849.3
1273,2020-03-09,54200,30261485,5969782550,553251.8,48849.3
1274,2020-03-10,54600,32106554,5969782550,553251.8,48849.3
1275,2020-03-11,52100,45707281,5969782550,553251.8,48849.3
1276,2020-03-12,50800,48149999,5969782550,553251.8,48849.3
1277,2020-03-13,49950,59462933,5969782550,553251.8,48849.3
1278,2020-03-16,48900,33339821,5969782550,553251.8,48849.3
1279,2020-03-17,47300,51218151,5969782550,553251.8,48849.3
1280,2020-03-18,45600,40152623,5969782550,553251.8,48849.3
1281,2020-03-19,42950,56925513,5969782550,553251.8,48849.3
1282,2020-03-20,45400,49730008,5969782550,553251.8,48849.3
1283,2020-03-23,42500,41701626,5969782550,553251.8,48849.3
1284,2020-03-24,46950,49801908,5969782550,553251.8,48849.3
1285,2020-03-25,48650,52735922,5969782550,553251.8,48849.3
1286,2020-03-26,47800,42185129,5969782550,553251.8,48849.3
1287,2020-03-27,48300,39896178,5969782550,553251.8,48849.3
1288,2020-03-30,47850,26797395,5969782550,553251.8,48849.3
1289,2020-03-31,47750,30654261,5969782550,553251.8,48849.3
1290,2020-04-01,45800,27259532,5969782550,529661.4,55550.8
1291,2020-04-02,46800,21621076,5969782550,529661.4,55550.8
1292,2020-04-03,47000,22784682,5969782550,529661.4,55550.8
1293,2020-04-06,48700,23395726,5969782550,529661.4,55550.8
1294,2020-04-07,49600,31524034,5969782550,529661.4,55550.8
1295,2020-04-08,48600,25010314,5969782550,529661.4,55550.8
1296,2020-04-09,49100,22628058,5969782550,529661.4,55550.8
1297,2020-04-10,49250,17839111,5969782550,529661.4,55550.8
1298,2020-04-13,48300,14431800,5969782550,529661.4,55550.8
1299,2020-04-14,49000,14206216,5969782550,529661.4,55550.8
1300,2020-04-16,49000,23349760,5969782550,529661.4,55550.8
1301,2020-04-17,51400,32041675,5969782550,529661.4,55550.8
1302,2020-04-20,50100,21866354,5969782550,529661.4,55550.8
1303,2020-04-21,49250,27407543,5969782550,529661.4,55550.8
1304,2020-04-22,49850,18613864,5969782550,529661.4,55550.8
1305,2020-04-23,49850,18754442,5969782550,529661.4,55550.8
1306,2020-04-24,49350,15618347,5969782550,529661.4,55550.8
1307,2020-04-27,49850,14049471,5969782550,529661.4,55550.8
1308,2020-04-28,50100,16095399,5969782550,529661.4,55550.8
1309,2020-04-29,50000,15604533,5969782550,529661.4,55550.8
1310,2020-05-04,48500,26083749,5969782550,529661.4,55550.8
1311,2020-05-06,49200,18070225,5969782550,529661.4,55550.8
1312,2020-05-07,48800,13884411,5969782550,529661.4,55550.8
1313,2020-05-08,48800,15319700,5969782550,529661.4,55550.8
1314,2020-05-11,48400,16357743,5969782550,529661.4,55550.8
1315,2020-05-12,47900,23433590,5969782550,529661.4,55550.8
1316,2020-05-13,48550,20223277,5969782550,529661.4,55550.8
1317,2020-05-14,48000,19305974,5969782550,529661.4,55550.8
1318,2020-05-15,47850,18463118,5969782550,529661.4,55550.8
1319,2020-05-18,48800,20481981,5969782550,529661.4,55550.8
1320,2020-05-19,50300,25168295,5969782550,529661.4,55550.8
1321,2020-05-20,50000,14896899,5969782550,529661.4,55550.8
1322,2020-05-21,49950,14949266,5969782550,529661.4,55550.8
1323,2020-05-22,48750,19706284,5969782550,529661.4,55550.8
1324,2020-05-25,48850,14337913,5969782550,529661.4,55550.8
1325,2020-05-26,49250,15127490,5969782550,529661.4,55550.8
1326,2020-05-27,49900,19548479,5969782550,529661.4,55550.8
1327,2020-05-28,50400,31309318,5969782550,529661.4,55550.8
1328,2020-05-29,50700,27596961,5969782550,529661.4,55550.8
1329,2020-06-01,51200,16949183,5969782550,529661.4,55550.8
1330,2020-06-02,51400,14247933,5969782550,529661.4,55550.8
1331,2020-06-03,54500,49257814,5969782550,529661.4,55550.8
1332,2020-06-04,54600,40220334,5969782550,529661.4,55550.8
1333,2020-06-05,55500,22743629,5969782550,529661.4,55550.8
1334,2020-06-08,54900,25634965,5969782550,529661.4,55550.8
1335,2020-06-09,55500,23998831,5969782550,529661.4,55550.8
1336,2020-06-10,55400,16742493,5969782550,529661.4,55550.8
1337,2020-06-11,54300,33815123,5969782550,529661.4,55550.8
1338,2020-06-12,52300,26976019,5969782550,529661.4,55550.8
1339,2020-06-15,49900,28772921,5969782550,529661.4,55550.8
1340,2020-06-16,52100,21808375,5969782550,529661.4,55550.8
1341,2020-06-17,52200,26672595,5969782550,529661.4,55550.8
1342,2020-06-18,52300,15982926,5969782550,529661.4,55550.8
1343,2020-06-19,52900,18157985,5969782550,529661.4,55550.8
1344,2020-06-22,52000,13801350,5969782550,529661.4,55550.8
1345,2020-06-23,51400,18086152,5969782550,529661.4,55550.8
1346,2020-06-24,52900,24519552,5969782550,529661.4,55550.8
1347,2020-06-25,51900,18541624,5969782550,529661.4,55550.8
1348,2020-06-26,53300,21575360,5969782550,529661.4,55550.8
1349,2020-06-29,52400,17776925,5969782550,529661.4,55550.8
1350,2020-06-30,52800,21157172,5969782550,529661.4,55550.8
1351,2020-07-01,52600,16706143,5969782550,669641.6,93606.9
1352,2020-07-02,52900,14142583,5969782550,669641.6,93606.9
1353,2020-07-03,53600,11887868,5969782550,669641.6,93606.9
1354,2020-07-06,55000,19856623,5969782550,669641.6,93606.9
1355,2020-07-07,53400,30760032,5969782550,669641.6,93606.9
1356,2020-07-08,53000,19664652,5969782550,669641.6,93606.9
1357,2020-07-09,52800,17054850,5969782550,669641.6,93606.9
1358,2020-07-10,52700,13714746,5969782550,669641.6,93606.9
1359,2020-07-13,53400,12240188,5969782550,669641.6,93606.9
1360,2020-07-14,53800,14269484,5969782550,669641.6,93606.9
1361,2020-07-15,54700,24051450,5969782550,669641.6,93606.9
1362,2020-07-16,53800,16779127,5969782550,669641.6,93606.9
1363,2020-07-17,54400,10096174,5969782550,669641.6,93606.9
1364,2020-07-20,54200,10507530,5969782550,669641.6,93606.9
1365,2020-07-21,55300,18297260,5969782550,669641.6,93606.9
1366,2020-07-22,54700,12885057,5969782550,669641.6,93606.9
1367,2020-07-23,54100,16214932,5969782550,669641.6,93606.9
1368,2020-07-24,54200,10994535,5969782550,669641.6,93606.9
1369,2020-07-27,55600,21054421,5969782550,669641.6,93606.9
1370,2020-07-28,58600,48431566,5969782550,669641.6,93606.9
1371,2020-07-29,59000,36476611,5969782550,669641.6,93606.9
1372,2020-07-30,59000,19285354,5969782550,669641.6,93606.9
1373,2020-07-31,57900,21943345,5969782550,669641.6,93606.9
1374,2020-08-03,56800,21158940,5969782550,669641.6,93606.9
1375,2020-08-04,57300,19419694,5969782550,669641.6,93606.9
1376,2020-08-05,56900,17739706,5969782550,669641.6,93606.9
1377,2020-08-06,58000,21625874,5969782550,669641.6,93606.9
1378,2020-08-07,57500,18751717,5969782550,669641.6,93606.9
1379,2020-08-10,57800,17774291,5969782550,669641.6,93606.9
1380,2020-08-11,58200,24907912,5969782550,669641.6,93606.9
1381,2020-08-12,59000,18573934,5969782550,669641.6,93606.9
1382,2020-08-13,58700,22089460,5969782550,669641.6,93606.9
1383,2020-08-14,58000,15672548,5969782550,669641.6,93606.9
1384,2020-08-18,58400,25307825,5969782550,669641.6,93606.9
1385,2020-08-19,57800,16930719,5969782550,669641.6,93606.9
1386,2020-08-20,55400,30386029,5969782550,669641.6,93606.9
1387,2020-08-21,55900,21142288,5969782550,669641.6,93606.9
1388,2020-08-24,56100,15055896,5969782550,669641.6,93606.9
1389,2020-08-25,56400,14021705,5969782550,669641.6,93606.9
1390,2020-08-26,56400,17651593,5969782550,669641.6,93606.9
1391,2020-08-27,55600,16196568,5969782550,669641.6,93606.9
1392,2020-08-28,55400,14619888,5969782550,669641.6,93606.9
1393,2020-08-31,54000,32671367,5969782550,669641.6,93606.9
1394,2020-09-01,54200,19363117,5969782550,669641.6,93606.9
1395,2020-09-02,54400,16905723,5969782550,669641.6,93606.9
1396,2020-09-03,56400,28384920,5969782550,669641.6,93606.9
1397,2020-09-04,55600,22139109,5969782550,669641.6,93606.9
1398,2020-09-07,56500,18685880,5969782550,669641.6,93606.9
1399,2020-09-08,58700,31517520,5969782550,669641.6,93606.9
1400,2020-09-09,58400,30597399,5969782550,669641.6,93606.9
